"","Normal__Colon_CR_1","Normal__Colon_CR_2","Normal__Colon_CR_3","Normal__Colon_CR_4","Normal__Colon_CR_5","Normal__Colon_CR_6","Normal__Colon_CR_7","Normal__Colon_CR_8","Normal__Colon_CR_9","Normal__Colon_CR_10","Normal__Colon_9912c071_CC"
"GABAa receptor alpha-3 subunit_A28102_at",-0.759,-0.08,-1.085,-0.27,-0.27,-0.601,-0.591,0.446,1.182,-0.407,-0.591
